Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps
Running,4/23/19 16:54,Baltimore Running,5.06,415,0:27:28,173,193,182,198,5:25,4:08,178,196,1.63,00:18.8,6
Running,4/23/19 16:28,Baltimore Running,2.07,143,0:13:35,134,161,180,188,6:35,4:41,89,125,1.37,00:18.6,3
Running,4/22/19 16:41,Baltimore Running,4.03,304,0:27:38,140,149,178,188,6:52,5:27,196,189,1.31,00:10.1,5
Running,4/22/19 9:11,Baltimore Running,10.09,638,1:07:13,138,160,180,192,6:40,5:48,535,544,1.34,00:36.3,11
Running,4/21/19 10:24,Cherry Hill Running,8.01,590,0:52:51,145,162,178,190,6:36,5:41,179,183,1.37,00:03.0,9
Running,4/20/19 20:10,Running,0.93,--,0:04:10,--,--,--,--,4:28,--,--,--,0,00:00.0,1
Running,4/20/19 11:51,Chester Running,4.68,430,0:33:09,158,179,176,192,7:05,5:02,187,208,1.29,03:55.6,5
Running,4/20/19 10:42,Chester Running,2.47,251,0:17:39,163,184,178,190,7:08,3:51,114,98,1.27,03:04.9,3
Running,4/19/19 11:55,Baltimore Running,7.02,503,0:50:35,137,159,176,198,7:12,4:01,352,344,1.27,00:06.8,8
Running,4/18/19 17:07,Baltimore Running,4.13,383,0:31:13,148,158,176,186,7:33,5:46,195,157,1.2,00:59.2,5
Running,4/18/19 16:50,Baltimore Running,1.84,165,0:12:23,152,175,178,216,6:43,3:34,65,71,1.35,05:43.8,2
Running,4/18/19 16:28,Baltimore Running,2.1,162,0:14:32,138,153,178,186,6:55,4:55,93,129,1.31,00:29.9,3
Running,4/17/19 15:47,Running,9,--,1:02:00,--,--,--,--,6:53,--,--,--,0,00:00.0,1
Running,4/16/19 15:45,Running,9,--,1:03:00,--,--,--,--,7:00,--,--,--,0,00:00.0,1
Running,4/15/19 9:13,Baltimore Running,9,571,1:02:28,135,158,180,194,6:56,5:45,838,842,1.29,00:01.6,10
Running,4/14/19 11:29,Baltimore Running,16.08,"1,060",1:51:34,145,189,180,192,6:56,5:24,962,959,1.3,00:33.7,17
Running,4/13/19 21:28,Running,6.2,--,0:31:38,--,--,--,--,5:06,--,--,--,0,00:00.0,1
Running,4/13/19 20:15,East Buffalo Running,2,175,0:16:51,134,141,170,184,8:25,5:21,4,7,1.12,00:02.2,3
Running,4/13/19 18:29,East Buffalo Running,2.48,211,0:16:54,146,171,178,192,6:49,4:51,124,125,1.34,03:00.9,3
Running,4/13/19 13:06,East Buffalo Running,2.01,156,0:14:15,136,154,180,190,7:06,6:10,61,58,1.27,00:02.0,3
Running,4/12/19 17:05,Baltimore Running,7.07,447,0:49:11,134,156,180,204,6:57,3:59,406,399,1.28,00:20.7,8
Running,4/11/19 16:32,Baltimore Running,10,641,1:07:56,137,185,180,194,6:48,4:36,891,890,1.32,06:33.4,10
Running,4/11/19 10:43,Baltimore Running,4.06,264,0:27:42,132,153,182,194,6:50,3:47,282,272,1.29,00:24.5,5
Running,4/10/19 9:16,Baltimore Running,10.02,677,1:08:24,142,161,180,192,6:50,5:44,400,397,1.31,00:08.3,11
Running,4/9/19 17:42,Baltimore Running,3.78,379,0:27:37,159,179,178,202,7:18,6:11,173,142,1.23,05:50.5,4
Running,4/9/19 17:23,Baltimore Running,1,92,06:08.2,170,187,178,214,6:10,3:53,46,61,1.47,00:00.0,1
Running,4/9/19 16:58,Baltimore Running,3.83,240,0:19:16,147,176,188,196,5:02,4:36,153,154,1.7,04:15.4,4
Running,4/9/19 16:31,Baltimore Running,2.08,168,0:13:45,145,163,182,194,6:36,5:04,73,118,1.34,00:25.4,3
Running,4/8/19 16:40,Baltimore Running,3.75,230,0:29:07,121,192,178,192,7:46,4:32,177,177,1.17,05:18.0,4
Running,4/8/19 9:34,Baltimore Running,7.24,497,0:49:55,138,157,182,196,6:53,5:55,405,399,1.27,01:40.4,8
Running,4/7/19 11:11,Baltimore Running,16.01,"1,070",1:52:31,143,166,178,188,7:02,4:58,862,864,1.29,00:05.9,17
Running,4/6/19 18:24,Baltimore Running,9.72,605,1:08:46,134,175,176,182,7:05,5:27,783,799,1.29,05:07.0,10
Running,4/4/19 16:28,Baltimore Running,10.1,592,1:08:53,134,193,180,194,6:49,4:52,477,470,1.32,00:41.5,11
Running,4/3/19 16:48,Baltimore Running,4.04,257,0:27:47,132,150,182,192,6:53,5:59,291,287,1.29,00:14.9,5
Running,4/3/19 9:15,Baltimore Running,10,630,1:20:19,128,174,174,184,8:02,6:06,468,474,1.15,00:01.9,11
Running,4/2/19 17:52,Baltimore Running,1.48,150,0:15:50,129,162,166,180,10:44,7:46,97,58,0.9,05:24.0,2
Running,4/2/19 17:39,Baltimore Running,1.01,72,07:09.5,131,143,178,214,7:07,3:39,27,37,1.27,00:04.3,2
Running,4/2/19 17:29,Baltimore Running,1.05,38,04:30.6,121,140,202,208,4:17,3:51,38,38,1.86,00:12.9,2
Running,4/2/19 17:24,Baltimore Running,0.65,30,02:59.2,130,147,194,198,4:34,4:21,27,42,1.81,00:00.0,1
Running,4/2/19 17:18,Baltimore Running,0.65,29,02:58.2,129,136,196,198,4:34,4:21,26,42,1.8,00:00.0,1
Running,4/2/19 17:13,Baltimore Running,0.66,21,02:58.0,113,119,196,200,4:30,3:51,26,45,1.82,00:00.0,1
Running,4/2/19 17:08,Baltimore Running,0.65,18,02:57.2,108,116,196,200,4:31,4:20,23,30,1.82,00:00.0,1
Running,4/2/19 17:02,Baltimore Running,0.65,19,02:58.1,109,119,196,202,4:33,4:25,24,29,1.81,00:00.0,1
Running,4/2/19 16:57,Baltimore Running,0.65,22,02:54.1,114,132,200,208,4:28,4:16,27,43,1.8,00:00.0,1
Running,4/2/19 16:30,Baltimore Running,2.09,138,0:14:13,130,161,182,194,6:49,4:50,78,115,1.3,00:25.9,3
Running,4/1/19 9:16,Baltimore Running,10.01,617,1:10:04,137,184,182,196,7:00,3:58,487,488,1.27,00:03.5,11
Running,3/31/19 9:12,Baltimore Running,17.08,"1,026",1:57:51,140,177,182,196,6:54,4:59,985,979,1.29,00:36.6,18
Running,3/30/19 15:57,Baltimore Running,10.08,610,1:12:37,133,160,178,190,7:12,6:02,905,896,1.25,00:41.1,11
Running,3/29/19 22:20,Running,3.1,--,0:15:16,--,--,--,--,4:55,--,--,--,0,00:00.0,1
Running,3/29/19 20:38,Richmond Running,1.8,214,0:15:23,156,176,174,182,8:33,4:04,121,122,1.09,06:57.8,2
Running,3/29/19 19:02,Richmond Running,2.09,177,0:14:52,142,173,180,194,7:06,5:43,192,173,1.25,00:47.5,3
Running,3/28/19 21:48,Baltimore Running,3,214,0:23:15,129,142,176,188,7:44,0:26,90,93,1.18,00:02.1,4
Running,3/28/19 9:53,New York Running,4,237,0:28:32,124,138,180,200,7:08,2:49,31,31,1.25,00:00.6,5
Running,3/27/19 8:58,Baltimore Running,10.01,901,1:09:59,155,179,184,200,7:00,4:26,682,674,1.25,00:02.2,11
Running,3/26/19 17:41,Baltimore Running,3,225,0:22:38,133,161,182,198,7:33,6:36,229,194,1.17,00:02.3,4
Running,3/26/19 16:55,Baltimore Running,4.87,306,0:23:38,152,173,192,212,4:51,4:02,79,87,1.72,04:04.0,5
Running,3/26/19 16:29,Baltimore Running,2.12,127,0:14:08,124,150,184,196,6:41,4:48,71,105,1.31,00:34.1,3
Running,3/26/19 9:47,Baltimore Running,4.06,231,0:28:30,122,144,186,194,7:01,4:42,483,473,1.23,00:24.3,5
Running,3/25/19 9:12,Baltimore Running,10,610,1:07:08,136,158,184,196,6:43,5:31,519,514,1.3,00:01.9,11
Running,3/24/19 10:48,Baltimore Running,17.5,"1,117",1:59:19,142,165,180,218,6:49,5:09,971,978,1.32,03:40.8,18
Running,3/23/19 9:13,Santurce Running,10,738,1:09:40,144,163,180,192,6:58,4:24,462,462,1.28,00:01.1,11
Running,3/21/19 19:08,Santurce Running,10,"1,034",1:13:03,164,170,176,186,7:18,5:12,449,449,1.25,06:53.7,10
Running,3/20/19 9:07,Santurce Running,10.03,667,1:22:41,130,149,174,182,8:15,6:05,475,477,1.12,00:18.4,11
Running,3/19/19 17:24,Isla Verde - Running,8,900,0:52:37,188,209,180,202,6:34,4:14,260,254,1.35,00:01.3,9
Running,3/19/19 17:04,Santurce - Running,1.99,200,0:13:53,158,187,184,190,6:58,6:10,56,60,1.26,06:53.0,2
Running,3/18/19 10:22,Running,1.55,--,0:09:30,--,--,--,--,6:08,--,--,--,0,00:00.0,1
Running,3/18/19 9:13,Santurce - Running,8.45,704,0:53:44,153,171,180,192,6:21,3:51,463,462,1.4,02:50.3,9
Running,3/17/19 8:40,Santurce - Running,17,"1,198",1:56:42,146,157,178,190,6:52,5:23,430,429,1.32,00:00.1,18
Running,3/16/19 17:38,Santurce - Running,10.23,679,1:11:48,138,158,178,192,7:01,0:25,541,541,1.29,01:41.8,11
Running,3/15/19 18:16,Baltimore - Running,10,612,1:09:08,135,154,178,192,6:55,5:41,516,516,1.31,06:42.8,10
Running,3/14/19 17:32,Baltimore - Running,1.98,172,0:14:50,141,153,176,188,7:29,6:32,106,60,1.22,07:21.3,2
Running,3/14/19 16:58,Baltimore - Running,5.9,392,0:30:05,154,165,186,194,5:06,4:33,58,62,1.7,04:37.2,6
Running,3/14/19 14:10,Running,2.6,--,0:19:00,--,--,--,--,7:18,--,--,--,0,00:00.0,1
Running,3/14/19 10:42,Baltimore - Running,3,219,0:21:05,135,154,180,188,7:02,4:15,120,114,1.27,06:54.4,3
Running,3/13/19 10:14,Baltimore - Running,10,600,1:10:28,133,152,180,190,7:03,5:56,694,705,1.27,06:52.8,10
Running,3/12/19 17:42,Baltimore - Running,2.84,200,0:22:12,128,144,176,194,7:50,6:07,171,150,1.17,05:51.6,3
Running,3/12/19 17:25,Baltimore - Running,1.16,88,07:31.0,143,182,180,210,6:28,3:44,32,37,1.37,00:41.5,2
Running,3/12/19 17:14,Baltimore - Running,2.08,84,0:10:03,124,170,190,198,4:50,2:43,86,89,1.75,00:21.9,3
Running,3/12/19 16:57,Baltimore - Running,2.09,60,0:10:05,105,132,190,198,4:50,4:34,56,62,1.74,00:24.4,3
Running,3/12/19 16:31,Baltimore - Running,2.12,127,0:13:52,126,150,182,194,6:33,4:53,83,118,1.35,00:34.5,3
Running,3/11/19 9:13,Baltimore - Running,10.02,564,1:01:33,134,169,184,196,6:09,4:44,724,714,1.42,00:09.1,11
Running,3/10/19 10:58,Philadelphia - Running,18.01,"1,220",1:58:32,149,180,176,188,6:35,1:36,506,505,1.38,00:01.6,19
Running,3/9/19 17:36,Philadelphia - Running,10.01,594,1:10:07,129,181,178,184,7:00,5:32,305,305,1.29,00:03.5,11
Running,3/8/19 20:03,Philadelphia - Running,4.08,456,0:32:21,156,182,176,186,7:56,4:55,184,184,1.15,00:38.6,5
Running,3/8/19 9:18,Boca Raton - Running,4,330,0:28:58,138,154,182,190,7:15,5:43,--,--,1.23,06:53.7,4
Running,3/7/19 17:36,Boca Raton - Running,8.5,595,0:56:07,144,170,178,188,6:36,5:14,41,31,1.37,03:31.5,9
Running,3/7/19 17:14,Boca Raton - Running,2.5,181,0:16:12,137,165,180,190,6:29,4:50,10,17,1.38,02:52.7,3
Running,3/6/19 11:09,Boca Raton - Running,4.01,266,0:27:51,130,141,178,186,6:57,3:04,7,7,1.3,00:02.7,5
Running,3/5/19 18:13,Boca Raton - Running,10,657,1:10:02,138,149,176,186,7:00,5:53,20,20,1.3,00:01.9,11
Running,3/4/19 9:14,Baltimore - Running,10,471,1:01:19,126,139,184,196,6:08,5:11,531,529,1.42,00:01.7,11
Running,3/3/19 10:10,Baltimore - Running,16.12,737,1:48:57,121,156,180,194,6:45,5:22,"1,026","1,021",1.32,00:51.0,17
Running,3/2/19 11:12,Baltimore - Running,10.08,653,1:08:24,137,163,180,192,6:47,5:49,434,428,1.32,00:31.4,11
Running,3/1/19 16:14,Baltimore - Running,11,657,1:16:03,136,154,178,190,6:55,6:02,546,546,1.3,00:01.8,12
Running,2/28/19 17:27,Baltimore - Running,4,206,0:28:32,119,133,176,194,7:08,5:54,178,140,1.28,00:02.0,5
Running,2/28/19 16:54,Baltimore - Running,5.21,212,0:25:36,125,159,188,196,4:55,4:17,138,137,1.74,00:56.6,6
Running,2/28/19 16:29,Baltimore - Running,2.09,137,0:13:58,131,138,180,188,6:40,4:44,68,112,1.35,00:28.3,3
Running,2/27/19 16:42,Baltimore Running,4.03,274,0:27:27,136,151,182,194,6:48,5:05,153,146,1.3,06:36.9,5
Running,2/27/19 10:17,Baltimore Running,9,611,1:02:19,139,158,178,186,6:55,5:48,764,763,1.31,06:35.7,10
Running,2/26/19 22:57,Running,2.25,--,0:16:00,--,--,--,--,7:07,--,--,--,0,00:00.0,1
Running,2/26/19 17:29,Baltimore Running,3.96,345,0:27:48,153,180,178,204,7:02,6:06,200,161,1.28,06:47.2,4
Running,2/26/19 16:55,Baltimore Running,4.63,280,0:23:39,146,160,188,208,5:07,2:32,135,147,1.68,04:58.5,5
Running,2/25/19 9:11,Baltimore Running,10.03,648,1:08:34,141,157,182,194,6:50,5:51,538,533,1.29,06:35.2,11
Running,2/24/19 6:47,Baltimore Running,15,795,1:52:08,129,154,176,184,7:28,4:59,818,822,1.23,06:04.9,16
Running,2/23/19 20:22,Running,3.1,--,0:15:36,--,--,--,--,5:02,--,--,--,0,00:00.0,1
Running,2/23/19 14:24,Manheim Running,3.63,262,0:26:43,135,152,178,186,7:22,6:41,87,84,1.23,07:11.6,4
Running,2/23/19 12:36,Lancaster Running,2.18,161,0:14:29,141,172,182,194,6:38,5:09,56,58,1.33,06:30.7,3
Running,2/22/19 16:34,Baltimore Running,7.01,320,0:46:00,123,157,182,226,6:34,3:48,403,416,1.35,06:02.1,8
Running,2/21/19 16:28,Baltimore Running,10.05,628,1:07:14,140,163,178,202,6:41,4:25,757,753,1.35,06:11.5,11
Running,2/21/19 10:34,Baltimore Running,4.08,359,0:27:48,158,168,180,190,6:49,5:18,270,266,1.31,06:41.4,5
Running,2/20/19 9:57,Baltimore Running,10,626,1:12:05,136,181,178,190,7:12,5:40,766,781,1.25,06:57.1,11
Running,2/19/19 17:31,Baltimore Running,4,435,0:28:51,177,198,180,198,7:13,5:32,195,155,1.23,07:06.7,4
Running,2/19/19 17:01,Baltimore Running,3.7,230,0:18:13,152,171,192,214,4:55,3:54,89,93,1.7,04:58.1,4
Running,2/19/19 16:35,Baltimore Running,2.06,153,0:13:44,140,170,182,192,6:40,5:11,71,108,1.32,06:23.7,3
Running,2/18/19 9:10,Baltimore Running,10.04,638,1:07:14,141,162,180,192,6:42,4:56,578,578,1.33,06:25.0,11
Running,2/17/19 10:35,Running,14.21,962,1:34:00,146,180,178,196,6:37,4:34,819,814,1.36,05:08.2,15
Running,2/16/19 10:33,Baltimore Running,9.5,507,1:05:01,128,156,180,206,6:51,4:11,750,745,1.3,06:08.0,10
Running,2/15/19 16:35,Baltimore Running,10.08,917,1:11:27,159,177,176,188,7:05,5:58,492,488,1.29,06:49.5,11
Running,2/14/19 17:35,Baltimore Running,4.02,281,0:30:17,133,150,176,198,7:32,6:26,224,186,1.21,07:19.5,5
Running,2/14/19 16:53,Baltimore Running,4.58,150,0:23:10,115,152,190,210,5:03,3:54,105,112,1.67,04:48.3,5
Running,2/14/19 16:28,Baltimore Running,2.08,136,0:13:47,133,157,182,192,6:37,4:47,84,117,1.34,06:24.1,3
Running,2/13/19 17:03,Baltimore Running,11.31,"1,052",1:18:09,166,195,180,192,6:55,5:47,"1,101","1,091",1.3,06:27.5,12
Running,2/12/19 17:31,Baltimore Running,2.79,202,0:24:47,126,146,172,182,8:53,8:06,155,66,1.06,08:40.3,3
Running,2/12/19 16:58,Baltimore Running,4.04,304,0:22:37,164,178,186,196,5:36,5:02,34,38,1.55,05:19.4,5
Running,2/12/19 16:34,Baltimore Running,2.12,119,0:14:26,123,144,182,194,6:49,0:25,114,96,1.31,06:39.1,3
Running,2/12/19 16:31,Baltimore Running,0.29,15,02:07.2,113,131,182,188,7:15,6:57,--,18,1.22,00:00.0,1
Running,2/11/19 16:42,Baltimore Running,3.07,243,0:22:52,140,161,176,188,7:26,5:50,236,232,1.23,07:09.3,4
Running,2/11/19 9:17,Baltimore Running,10,761,1:12:35,146,176,176,206,7:15,5:28,887,890,1.26,07:00.8,11
Running,2/10/19 9:36,Baltimore County Running,16.01,896,1:43:30,140,164,178,186,6:28,5:23,"1,061","1,062",1.4,05:55.1,17
Running,2/9/19 10:55,Baltimore Running,10,618,1:09:57,139,180,178,188,7:00,5:47,618,616,1.29,06:31.3,11
Running,2/8/19 17:51,Running,3.1,--,0:15:48,--,--,--,--,5:06,--,--,--,0,00:00.0,1
Running,2/8/19 11:37,Annapolis Running,3.03,322,0:25:14,157,179,172,182,8:19,5:51,68,67,1.12,08:15.9,4
Running,2/8/19 10:25,Annapolis Running,2.5,186,0:17:25,141,167,178,190,6:59,2:08,38,39,1.3,07:04.1,3
Running,2/7/19 16:30,Baltimore Running,8.09,522,1:00:20,137,161,174,192,7:27,4:28,393,395,1.24,06:25.8,9
Running,2/6/19 16:39,Baltimore Running,3.02,243,0:20:31,150,184,180,190,6:48,5:40,119,118,1.31,06:45.4,4
Running,2/6/19 9:52,Baltimore Running,11,844,1:18:54,157,180,176,184,7:10,6:17,"1,054","1,065",1.28,06:57.0,12
Running,2/5/19 17:29,Baltimore Running,2.03,154,0:17:37,129,144,172,202,8:42,6:18,133,100,1.07,08:16.8,3
Running,2/5/19 16:52,Baltimore Running,3.82,251,0:18:50,165,193,190,214,4:56,3:42,96,112,1.73,05:04.5,4
Running,2/5/19 16:28,Baltimore Running,2.07,140,0:13:58,136,161,178,186,6:44,5:12,71,104,1.35,06:17.0,3
Running,2/4/19 9:09,Baltimore Running,11,514,1:13:57,127,178,180,196,6:43,4:11,780,782,1.33,06:29.9,12
Running,2/3/19 9:56,Philadelphia Running,15.01,982,1:45:34,146,178,178,186,7:02,4:39,643,645,1.29,06:16.0,16
Running,2/2/19 17:13,Philadelphia Running,4.18,242,0:34:14,123,134,174,180,8:12,5:16,190,190,1.13,07:59.3,5
Running,2/1/19 18:43,New York Running,1.39,121,0:11:55,138,153,172,182,8:33,2:01,54,54,1.1,08:26.6,2
Running,2/1/19 17:13,New York Running,2.78,194,0:19:57,137,159,178,196,7:10,0:26,132,121,1.26,06:43.7,3
Running,1/29/19 17:39,Baltimore Running,4.35,515,0:33:57,180,195,176,198,7:49,6:50,198,162,1.18,00:00.0,5
Running,1/29/19 17:27,Baltimore Running,0.76,57,03:46.9,179,193,192,204,4:58,4:36,23,29,1.69,00:00.0,1
Running,1/29/19 17:21,Baltimore Running,0.76,54,03:41.0,177,193,194,198,4:50,4:24,36,41,1.72,00:00.0,1
Running,1/29/19 17:16,Baltimore Running,0.75,55,03:41.9,176,186,192,198,4:54,4:38,35,42,1.71,00:00.0,1
Running,1/29/19 17:10,Baltimore Running,0.75,54,03:45.3,170,181,192,196,4:58,4:41,38,41,1.69,00:00.0,1
Running,1/29/19 17:04,Baltimore Running,0.75,53,03:48.3,164,176,192,198,5:02,4:46,35,41,1.66,00:00.0,1
Running,1/29/19 16:59,Baltimore Running,0.76,51,03:50.0,159,170,194,200,5:02,4:44,39,41,1.65,00:00.0,1
Running,1/29/19 16:31,Baltimore Running,2.06,186,0:14:36,154,181,180,192,7:06,5:04,73,113,1.25,00:00.0,3
Running,1/28/19 16:52,Baltimore Running,10,683,1:11:26,144,174,176,188,7:08,5:56,679,685,1.28,00:00.0,11
Cardio,1/28/19 12:29,Cardio,0.06,11,02:01.1,102,118,122,124,1.6,4.1,--,--,0.36,00:00.0,1
Running,1/27/19 10:58,Baltimore Running,15.55,"1,210",1:41:57,157,186,178,190,6:33,4:43,827,822,1.37,00:00.0,16
Running,1/26/19 10:48,Baltimore Running,10.25,699,1:13:52,141,162,178,190,7:13,5:13,971,962,1.26,00:00.0,11
Running,1/25/19 21:55,Running,3.1,--,0:15:40,--,--,--,--,5:03,--,--,--,0,00:00.0,1
Running,1/25/19 19:13,Fairfax County Running,3.55,325,0:26:43,151,173,174,192,7:32,6:34,264,265,1.23,00:00.0,4
Running,1/25/19 17:52,Fairfax County Running,2.49,197,0:17:44,144,182,178,194,7:08,4:24,179,184,1.27,00:00.0,3
Cardio,1/24/19 16:57,Cardio,0,6,02:19.3,78,98,172,172,0.1,8.1,--,--,0.01,00:00.0,1
Running,1/24/19 15:17,Baltimore Running,7.01,455,0:49:35,139,160,178,208,7:04,4:19,411,412,1.28,00:00.0,8
Running,1/23/19 15:58,Baltimore Running,10.04,847,1:16:18,151,156,172,182,7:36,6:09,664,658,1.23,00:00.0,11
Running,1/22/19 16:09,Baltimore Running,3.52,380,0:27:09,165,180,176,194,7:43,6:35,167,143,1.19,00:00.0,4
Running,1/22/19 15:54,Baltimore Running,1.51,98,07:16.7,161,177,194,200,4:50,4:27,44,50,1.71,00:00.0,2
Running,1/22/19 15:35,Baltimore Running,3.03,199,0:15:34,155,190,190,198,5:08,4:43,77,81,1.65,00:00.0,4
Running,1/22/19 15:11,Baltimore Running,2.1,145,0:14:32,134,154,178,194,6:56,4:30,87,130,1.3,00:00.0,3
Running,1/22/19 15:10,Baltimore Running,0,--,00:00.2,92,92,--,--,3:06,4:11,--,--,0,00:00.0,1
Running,1/21/19 15:16,Baltimore Running,10.04,617,1:09:26,138,157,178,190,6:55,5:58,534,527,1.31,00:00.0,11
Running,1/20/19 10:48,Baltimore Running,14.25,"1,060",1:34:50,153,177,180,192,6:39,5:07,793,793,1.35,00:00.0,15
Running,1/19/19 15:37,Baltimore Running,10.03,660,1:09:49,141,167,178,196,6:58,4:31,799,809,1.3,00:00.0,11
Running,1/18/19 16:25,Baltimore Running,1.85,128,0:15:34,124,152,174,198,8:25,6:33,115,77,1.1,00:00.0,2
Running,1/18/19 16:23,Baltimore Running,0.26,7,01:08.6,109,130,200,208,4:24,4:10,12,15,1.83,00:00.0,1
Running,1/18/19 16:20,Baltimore Running,0.25,7,01:10.6,112,135,200,208,4:38,4:12,12,15,1.74,00:00.0,1
Running,1/18/19 16:18,Baltimore Running,0.25,7,01:06.9,112,134,202,206,4:27,4:13,13,15,1.79,00:00.0,1
